Comments,Like,Dislike,User
우리나라는 다 받고 걸리면 고쳐주고 국민세금 기업들 돈 뜯어서 참 잘하고잇지~~~~~,3,0,1636****
"백신 있는자를 막는다기보다는백신 못 맞은자를 보호해야지, 백신 맞았다고이나라 저나라 가는건 테러다.",3,0,topl****
중국 시진핑 정부 존경 스럽다다른 나라와 다르게 방역에 성공한 케이스다,3,1,lamu****
"인도는 지금 날이 갈수록 상황이 악화되고 있네.. 이 상태로 가다가는 인도가 미국의 확진자 수를 추월하겠다.. .. 다른 나라들은 코로나와 사투를 벌이고 있는데.. 중국놈들은 놀러다니고 완전 딴판이네., ..",2,0,ksg1****
공항 항구문 활짝 열어서 중국인 다 받아주는 문재인 민주당,2,0,ento****
"인도 빈익빈 부익부가 명확한 사실 후진국이지 뭐. 인구만 많을 뿐, 결국 적절하게 인구조절할 필요가 있는 나라중 1위 가 인도다.",2,0,jkre****
제발 이번 중국 연휴에 저 불량한 중국놈들좀 막아주세요,2,1,rout****
한국에 가장필요한 백신은 ?추방백신 차단백신입니다 ㅡ 지금이시각에도 전국대소항구 공항으로 꾸역꾸역 기어들어오는 조선족 중국공산족 유학생탈쓴간첩단들 수백만마리 ㅡ 마약과세균뿌려대고 온갖극악범죄 사기이민불체범들 한국민이간질 한국사회분열파괴하는 간첩단들입니다!! 국가존망의 비상사태선포하고 전원수사처벌추방 단교단절 ㅡ (국가1급기밀)인재양성소 카이스트 한전공대등에 쳐박혀잇는 중국인유학생탈쓴 간첩단들도 즉각퇴교퇴출 일반대학들의 중국인유학생탈쓴 범죄자들급증!! 세균덩어리 중국산김치도차단!!한국피멍듭니다 깨어나지킵시다 우리나라 자유대한민국을,2,1,erfd****
와~ 호주 쎄다. 자국민까지 입국 금지,1,0,limh****
인도의 폭발적인 확산을 보면 정말 놀랍고 끔직하네요. 한국은 600명만 되도 비상인데 하루 40만명이라니요. 한번 터지니 걷잡을 수 없이 번지네요. 저걸 잘 막아낼 수 있을까 걱정입니다. 부디 세계 다른 나라에서 지원이 필요해 보입니다,1,0,j55n****
며칠전에누가 백신북한과 나눠쓰자한것 같은데 우리도없쟌아 이거반역행위 아닐까 하기야어제오늘일도 아니긴하지,1,0,jin7****
헝가리 러시아백신 쓰는대 효과 좋다고하네요,1,0,wooy****
중국...이런 전염볍에는 쟤네들의 무식한 방법이 통하는구나..호주는 인도에서 오는 자국민도 막고..코로나 정말 사람들간ㅇ 정서를 다 망가뜨리는구나,1,0,shpa****
그냥 방치하다가 집단 면역 생기 조짐;; 코로나 처음 확산때 영국이 시도하다가 관두고 봉쇄하고 방역으로 지침 변경했는데,1,0,mduc****
떼놈들 보소 자기들 때문에 코로나 발생해서 세계를 팬데믹으로 만들어놓고 자기들은 백신 맞았다고 신나게 놀고있네...역시 빨갱이는 몽둥이 찜질말고는 방법이 없네...우리나라 빨갱이들도 잡아다가 일열로 족쳐야 하는데...우리나라 대가리 빨갱이라 쉽지가 안네 ㅠㅠ,1,1,100s****
프레시안은 중국 공산당 스폰서 받냐? 기사내용이 환구일보 수준이네,248,31,jjw2****
중국이 사라지면 모두가 행복할텐데....,92,15,yaks****
"전두환, 박정희 독재를 비판하면서 중국의 파쇼독재에 분노하지 않는 놈들을 이해 할 수 없다...",64,8,ekfd****
친중언론매체 프레시안. 제목만 보고 미쳤나 싶어 어디기산가 확인했다. 역시나였네. 이 친중매국노들 싹 쓸어버렸으면. 중국이 한국 문화와 역사를 왜곡시킬때는 입처다물고 있다가 웃기지도 않네 정말.,42,7,tyra****
일부분 맞는말도 있지만 대부분 개소리..미국이 세계경찰관라 불리우며 패권을 잡았을때..그들의 국민성은 관용과 포용이었다..그래서 나름 정의로웠고 공정했다..같이 발전하는 상생을 아는나라라는뜻이다(물론 지금은 트럼프이후 자국먼저 생각하는것으로 바뀌긴했지만)허나 중국은? 도움과 정의를 표방하고 있지만 흡혈귀처럼 자신들에게 도움되는것만하고 자신들만 생각한다..거기에 재수없개 거만함은 플러스된것이고..사람죽이는것도 아무렇지 않게 생각하는 족속 클라스 어디 안간다..이딴 개소리할거면 발닦고 밤에 니 아내나 만족시켜라ㅡㅡ,37,12,cjss****
"""중국이 민주주의를 저해하고 있고 공산주의를 퍼뜨리고 있다는 생각을 하는 사람은 없다."" ???? 일단 이 전제부터 근본적으로 틀렸는데. 홍콩과 대만은 뇌 속에서 지우고 보는거임?",13,2,alst****
어휴 중국 옹호 하는 칼럼 극혐,6,1,llee****
기자님ㅋㅋㅋㅋㅋ그냥 집가서 밥이나 드세요^^ 기자님 희망사항 적어놓고 계시지 말고ㅎㅎㅎ역겨우니까,6,1,0115****
프레시안이 중국 공산당에게 도대체 얼마의 돈을 받아 먹었길래 이런식의 기사를 썼을까 하는 생각이 가장 먼저 드네요.,5,0,soji****
"ㅎㅎ 이걸 기사라고?중국 찬양론인데..공산주의가 민주주의를 이용하는거지 무슨 말도 안되는 논리인지,",5,0,mik5****
"일단 이글의 논거가 되는, 첫째 둘째 셋째 분석은 완전히 틀렸으며, 그 근거조차 제시하지 않고 “객관적 사실로 옳다”라고 하고 넘어가고 있음. 그저 자신의 지극히 개인적인 편견을 근거로 쓴 글에 불과함. 제발 정신 좀 차리길. 중국에 대해 세계는 당신처럼 웃긴 편견을 가지고 보고 있지 않음",5,0,ecli****
전혀 공감을 하지 못하겠는 기사인데...냉전시대를 면말히 관찰한 사람이라면 지금 미국의 모습을 모를리도 없을텐데...무슨 말인지..모르겠음.,9,5,oper****
전쟁을 해서라도 중국을 없에버려야 한다,3,0,unis****
중국을 바라볼 때는 중국의 경제력을 감안해야하고 미국을 바라볼때는 옳고 그름 따지라는 ㅋㅋ 에라이 진짜 이런 정신병적 논리는 북한에서 수입 한거냐? 수준이 주체사상 공부하면서 민주화운동했다 수준이자나. ㅋㅋㅋ,3,0,ziyi****
중국때문에 피해받은 수많은 아시아인들에게 미안하지도 않나? 인과응보!! 두고봐라 거하게 너희를 찾아갈거다,3,0,eunk****
한국인들 중에 중국에 대한 환상을 가지고 있는 사람들이 있다 중국은 고조선 시절 한나라 부터 조선 시절 청나라 까지 2천년 동안 한국과 한국인들을 괴롭힌 나라 이다 이이제이 라고 해서 주변 민족들이나 국가 들을 분열시켰다 남북한이 분열된 상태로 북한이 계속 핵무기나 개발하면서 세상과 동떨어져 있는 후진국으로 남아있기를 바라는 나라 이다 중국인들은 자신들의 선조가 주변 국가를 업신여기고 괴롭힌 것을 자랑스러워하고 있다 우리는 중국인 들과 역사적으로나 지리적으로나 지독한 악연을 가지고 있다,3,0,kore****
글쓴이 중국공산당원출신이다에 내 전재산 건다 ㅋㅋㅋ,3,0,her_****
......전제로한 중국을 향한 관점은 솔직히 동의 못하겠네요....일부분 이해가능한 문단은 있지만 이 글은 솔직히 너무 편향된 시점으로 작성되어 있는거 같아서.... 여기에 다 쓸수는 없고 관점을 좀 다르게 보시는게....에휴,3,0,fast****
부끄러움을 모르는 기사다. 중국이 인류보편의 가치를 허용하는가? 이 질문을 먼저해야 답을 찾을 수 있다.,3,0,bsnw****
100년전 일제에 나라를 팔아먹은 매국노가 있었다면 지금은 중국에 나라를 팔아먹는 매국노들이 있다,3,0,asmo****
중국스럽네 진짜..ㅋㅋㅋㅋ,88,3,kjc7****
내 눈에는 바뀌벌레로 보인다,54,10,yk79****
더러워 토할것같다.. 미개한 것들...,23,2,heon****
우환코로나가 약발떨어지니 새로운 바이러스 생성작업중.,11,0,win6****
중국은 정말 코로나 종식인거냐... 아님 숨기는거냐...진짜 궁금하긴 하네.,9,2,neww****
바퀴벌레가 우들거리네,9,4,this****
제발 이러다가 밖으로 나오지 말고 중국땅안에서 자폭했으면 좋겠다요...,5,0,worl****
양심없네.저런거보면 실험을 빙자한 바이러스 유포 맞는거 같음,5,0,catt****
"배아파서죽고싶다,",3,0,007s****
코로나 발원지 전세계 민폐국에서 저러면 안되는것 아닌가?,3,0,stro****
중국스러움 = 바퀴벌레스러움,4,2,hjm4****
중국놈들 국내못오게 비행기 배 모두 막아버리고지들끼리 뒤지든 냅둬야한다,2,0,chi7****
중공의 백신 보급율이 어떤가? 조마조마 하다. 인도 축제한다고 저렇게 인파 몰렸다가 지금 패닉 상태다.,2,0,hgge****
댓글 꼬라지 봐라 이러고도 지들이 쪽팔린 것도 없고 인식도 못하는 거? 그런거? 이런 댓글들 달리는 걸 좋다고 낄낄 거리고 동조하는 것들이 정상적이 가정에서 자랏것냐? 대단허다. 스스로가 스스로를 어떻게 보고 있는지 그게 더 궁굼하다.,1,0,im_j****
제발 강력한 중국내 변이 바이러스 창궐로 싹다 가버리길.,1,0,abit****
이게 왜 한국 뉴스 포털에?,1,0,lgy0****
지금 인도의 현실이 중국에서 일어났어야 되는데..... 안타깝네요. 죄는 중국이 짓고 벌은 인도가 받으니 ..,1,0,jyd8****
중국이 중국했네,237,6,park****
중국은 없어져야 할 나라 1위. 청나라로 개국 바람,121,18,hado****
바이러스 테러국 차이나,65,7,hsox****
중국놈들은 씨를 말려야하는데,53,5,hist****
소련처럼. 중국도 갈라져야함.,8,2,ajj0****
받았으면 돌려줘야지! 코로나 받고 코로나 변이 풀배팅!,6,1,cky7****
중국이 돕는게 아니라 피해보상 해야지요. 지구의 암덩이 듕국과 그걸 함께 따르는 문재앙 패거리들 영원히 없어져야.,4,1,dnsh****
중국을 믿냐?,3,0,tm99****
코로나 원산지가 도와준다고? 지나가는개가 웃는다,3,0,d584****
솔직히 중국때문에 우한폐렴 나온거잖아?? 인도한테 병주고 약주고 있네~~,3,0,slsp****
"중국은 코로나19(우한폐렴)을 만든 범죄자, 인도는 알면서도 코로나 확장을 사주한 나라... 둘다 싫음",2,0,wmr7****
인도 코로나부대 창설해가 중국 불법점거 땅 및 베이징까지 시원하게 퍼뜨리고 마지막엔 씹진핑 잡아가 고문후 대만 염전노예로 보내라,2,0,sess****
인류의 적 중국,2,0,mm97****
카레vs짜장,2,0,mrbi****
인도야... 중국을 믿었어???.....,2,0,touc****
중국놈들이 지금 병주고 약주냐..?방역물자 지원해주고 뒤에서는 인도 욕하고 있네,1,0,ksh3****
미국이 코로나를 잡으면서 중국도 같이 잡아야지 끋난다,1,0,bluc****
롯데보면 알듯이 외교로 해결못함 중국에서 문제생기면 그냥 롯데처럼 당하는거임 롯데는 지금도 당하고있음 선양에있는 대규모 개발사업 삽도못대고 엄청난 새금 인건비는 꼬박꼬박내고있 음 한국외교는 외교도아님,92,2,anta****
대만같은 듣보 나라같지도않은 섬쪼가리에 GDP 다 따라잡히게만든 문재인ㅋㅋ 문재인보유국 든든합니다~,73,31,topp****
짱깨와는 절대 협력하지 마라,29,1,juic****
문주당이 무슨 외교역량이 있나? 백신도 못구하는 수준인데.,31,10,ktig****
짱깨들 공장 탈취하것네.ㅡㅡ탈춰가 전문이지. 우리나라 미술품 탈취하듯이~~~ㅋ,16,0,twin****
"대만은 곧 중국과 전쟁할지도 모르는데, 적국에 반도체 공장 증설하는걸 허용하냐 ? 참 웃기는 나라네",3,0,asia****
혈맹이라고 그렇게 선전하는 북조선도 김정일 생전에 김정은이에게 중국을 믿지 말라고 했던 거 보면 역시나 중국은 경계대상임에는 틀림없네...,1,0,seon****
"테슬라가 중국에서 시작은 잘했지만, 정치적인 리스크로 곧 망할거다. 훔친 자기들의 기술력으로 테슬라를 쫓아낼거다.",1,0,kwon****
때려죽일 중공놈들 갈기갈기 찢어놔야한다,0,0,ldu8****
문재인 주52시간 지키느라 일하긴 하냐? 정신차려 지금은 it전쟁중이야 한가하게 북한얘기할때 아니야,0,0,jahu****
중국과 협력하는 순간 지네 나라 선전과 기술 인재 다 빼감. 그리고 환구시보등 당 신문을 통해 때리기 들어가고 불매운동 시키고 탈탈 턴다음 빈손으로 쫒아버림. 중국은 성장을 항상 그런 식으로 했음. 절대 손잡으면안됨. 진짜 수법이 너무 드러운 나라임. 대만의 채용정보 사이트에 중국 업체의 구인 광고를 받지 말도록 지시 이 부분은 우리나라도 배워야 함.,0,0,aruh****
몇 년 후가 기대된다.. 대만 지디피 금방 사만블되겠구만..,0,0,loui****
기레기들 현지생산 현지판매 공포심 유발하나,0,0,40ja****
문정부 외교능력없다 믿지마하 나라위신도 깍아먹는데 뭘,0,0,78kp****
중공투자는 신중하고 신중해야함,0,0,valo****
중국사람 믿으면 언젠간 된통당한다 중국에 투자한 기업은 빨리 빼라 그것이 답이다,0,0,lhoy****
기업은기업로 정부개입 NO걍 이재용 풀어줘,0,0,kk33****
차이나리스크,0,0,62da****
삼성한테 일본대만 산업스파이 임세령이 붙었어 호적정리해야돼 호적에 산업스파이들이 있어,0,0,orio****
중국투자는 도박이지 모든것을 잃을 마음의 준비로 하는것이 중국투자임^^,0,0,kbj9****
대통령 놀이 재미있나 봄.... 조민 의사놀이처럼....ㅋㅋㅋ,213,27,dear****
얍삽한 놈 . 대통령되면 나라 뒤집어놓을놈 이재명 . 김부선 이 옆에 누워서 문성길이 사귀어 보라고 했다며 ? 김부선 이가 기분 나빠서 한동안 않 만났다고 하는데 ~ 형수 건은 해외 토픽감 . 대통령되면 온세계에서 무지막지 쌍욕한것 다 뉴스 나올텐데 국민들이 부끄럽다 .이런자는 대통령 하면 않된다 .,125,25,khbe****
난데없이 러시아백신 주장하던놈이 할말이냐? 누구 말처럼 중대본이나 좀 나가면서 입질을 하던지,66,16,cbro****
니가 질병청장이야? 무슨 고려를 안해?,41,12,lkn0****
형지수보,26,3,japu****
이재명도 대통령감은 아닌데. 지지율이 높아서 우리나라 미래가 걱정됨. 세금으로 인심써서 여기까지 온 사람 아님.,11,1,2080****
이재명 부탁인데 중국인 토지매입 금지시켜줘! 아니면 우리도 중국 가서 땅 사게 해주던지!,8,0,mous****
