,0
1125,2
1126,0
1127,1
1128,0
1129,0
1130,3
1131,0
1132,2
1133,3
1134,17
1135,1
1136,6
1137,0
1138,1
1139,0
1140,2
1141,2
1142,4
1143,0
1144,3
1145,1
1146,3
1147,5
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,4
1157,2
1158,3
1159,0
1160,0
1161,0
1162,0
1163,0
1164,2
1165,0
1166,1
1167,0
1168,19
1169,1
1170,11
1171,1
1172,7
1173,0
1174,0
1175,0
1176,23
1177,1
1178,5
1179,2
1180,5
1181,1
1182,10
1183,2
1184,18
1185,6
1186,9
1187,1
1188,6
1189,1
1190,8
1191,6
1192,12
1193,4
1194,1
1195,0
1196,3
1197,1
1198,3
1199,5
1200,6
1201,2
1202,0
1203,1
1204,9
1205,5
1206,1
1207,0
1208,0
1209,0
1210,3
1211,1
1212,6
1213,1
1214,0
1215,1
1216,4
1217,1
1218,1
1219,0
1220,1
1221,0
1222,9
1223,0
1224,1
1225,0
1226,5
1227,1
1228,3
1229,0
1230,5
1231,0
1232,30
1233,1
1234,6
1235,0
1236,2
1237,3
1238,3
1239,0
1240,27
1241,1
1242,4
1243,2
1244,89
1245,24
1246,38
1247,1
1248,20
1249,2
1250,32
1251,5
1252,49
1253,7
1254,72
1255,1
1256,10
1257,8
1258,2
1259,1
1260,36
1261,3
1262,46
1263,2
1264,20
1265,2
1266,7
1267,1
1268,21
1269,1
1270,19
1271,2
1272,82
1273,7
1274,26
1275,1
1276,23
1277,2
1278,266
1279,6
1280,28
1281,22
1282,1090
1283,56
1284,329
1285,4
1286,51
1287,15
1288,272
1289,6
1290,474
1291,11
1292,36
1293,15
1294,508
1295,21
1296,1
1297,0
1298,3
1299,0
1300,8
1301,0
1302,7
1303,1
1304,18
1305,1
1306,1
1307,0
1308,1
1309,0
1310,2
1311,0
1312,2
1313,0
1314,4
1315,0
1316,1
1317,0
1318,21
1319,7
1320,2
1321,0
1322,12
1323,0
1324,3
1325,2
1326,2
1327,5
1328,8
1329,3
1330,2
1331,3
1332,12
1333,1
1334,4
1335,2
1336,1
1337,0
1338,2
1339,1
1340,8
1341,4
1342,1
1343,2
1344,1
1345,2
1346,5
1347,4
1348,3
1349,1
1350,21
1351,2
1352,2
1353,1
1354,0
1355,3
1356,1
1357,0
1358,3
1359,1
1360,4
1361,0
1362,7
1363,0
1364,0
1365,0
1366,0
1367,0
1368,1
1369,0
1370,0
1371,2
1372,6
1373,5
1374,7
1375,2
1376,10
1377,1
1378,3
1379,8
1380,6
1381,3
1382,1
1383,4
1384,15
1385,1
1386,21
1387,1
1388,3
1389,0
1390,11
1391,2
1392,2
1393,1
1394,26
1395,10
1396,22
1397,12
1398,3
1399,6
1400,16
1401,2
1402,36
1403,9
1404,2
1405,1
1406,6
1407,3
1408,26
1409,17
1410,1
1411,5
1412,12
1413,2
1414,15
1415,6
1416,2
1417,0
1418,1
1419,0
1420,1
1421,0
1422,2
1423,0
1424,1
1425,0
1426,3
1427,0
1428,3
1429,0
1430,5
1431,0
1432,2
1433,0
1434,0
1435,2
1436,17
1437,1
1438,9
1439,3
1440,5
1441,2
1442,3
1443,1
1444,4
1445,4
1446,1
1447,2
1448,1
1449,1
1450,3
1451,0
1452,3
1453,1
1454,2
1455,4
1456,3
1457,4
1458,1
1459,3
1460,2
1461,0
1462,5
1463,0
1464,0
1465,3
1466,1
1467,1
1468,0
1469,0
1470,9
1471,1
1472,4
1473,0
1474,5
1475,0
1476,5
1477,0
1478,0
1479,0
1480,10
1481,3
1482,1
1483,0
1484,3
1485,0
1486,1
1487,1
1488,7
1489,0
1490,7
1491,1
1492,4
1493,0
1494,15
1495,2
1496,27
1497,3
1498,11
1499,2
1500,93
1501,6
1502,31
1503,7
1504,66
1505,3
1506,1
1507,15
1508,2
1509,2
1510,79
1511,11
1512,56
1513,15
1514,30
1515,4
1516,58
1517,10
1518,18
1519,2
1520,45
1521,10
1522,22
1523,13
1524,47
1525,3
1526,19
1527,5
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,4
1535,0
1536,5
1537,0
1538,7
1539,1
1540,339
1541,29
1542,51
1543,1
1544,111
1545,1
1546,16
1547,6
1548,120
1549,65
1550,135
1551,4
1552,21
1553,39
1554,2
1555,1
1556,80
1557,3
1558,165
1559,4
1560,89
1561,18
1562,5
1563,2
1564,74
1565,9
1566,249
1567,1
1568,26
1569,21
1570,29
1571,1
1572,3
1573,0
1574,9
1575,0
1576,18
1577,1
1578,10
1579,3
1580,24
1581,2
1582,14
1583,1
1584,1
1585,1
1586,19
1587,8
1588,23
1589,4
1590,16
1591,0
1592,18
1593,1
1594,19
1595,4
1596,16
1597,2
1598,4
1599,3
1600,71
1601,1
1602,2
1603,0
1604,2
1605,2
1606,7
1607,1
1608,1
1609,0
1610,0
1611,0
1612,3
1613,1
1614,3
1615,6
1616,3
1617,3
1618,0
1619,0
1620,23
1621,2
1622,2
1623,1
1624,13
1625,0
1626,0
1627,0
1628,13
1629,0
1630,40
1631,2
1632,10
1633,0
1634,6
1635,2
1636,27
1637,1
1638,8
1639,1
1640,16
1641,1
1642,7
1643,0
1644,23
1645,1
1646,24
1647,1
1648,14
1649,1
1650,25
1651,1
1652,38
1653,1
1654,13
1655,1
1656,20
1657,1
1658,160
1659,5
1660,19
1661,1
1662,876
1663,52
1664,92
1665,8
1666,0
1667,1
1668,121
1669,4
1670,198
1671,2
1672,229
1673,9
1674,4
1675,4
1676,283
1677,12
1678,241
1679,2
1680,188
1681,1
1682,120
1683,8
1684,10
1685,4
1686,439
1687,35
1688,10
1689,1
1690,4
1691,0
1692,5
1693,0
1694,5
1695,0
1696,3
1697,0
1698,1
1699,2
1700,1
1701,0
1702,4
1703,0
1704,203
1705,5
1706,144
1707,3
1708,204
1709,1
1710,220
1711,4
1712,7
1713,2
1714,49
1715,6
1716,89
1717,2
1718,39
1719,2
1720,50
1721,1
1722,3
1723,1
1724,64
1725,3
1726,49
1727,0
1728,118
1729,2
1730,117
1731,1
1732,1
1733,0
1734,0
1735,1
1736,0
1737,1
1738,0
1739,0
1740,4
1741,0
1742,1
1743,2
1744,7
1745,0
1746,2
1747,0
1748,0
1749,1
1750,0
1751,0
1752,0
1753,1
1754,11
1755,0
1756,4
1757,0
1758,2
1759,2
1760,7
1761,0
1762,7
1763,0
1764,17
1765,1
1766,0
1767,0
1768,1
1769,0
1770,3
1771,0
1772,1
1773,0
1774,6
1775,3
1776,8
1777,0
1778,13
1779,0
1780,0
1781,0
1782,0
1783,1
1784,3
1785,0
1786,1
1787,0
1788,1
1789,0
1790,1
1791,0
1792,2
1793,0
1794,3
1795,0
1796,3
1797,0
1798,0
1799,0
1800,5
1801,0
1802,1
1803,0
1804,7
1805,0
1806,1
1807,0
1808,4
1809,0
