,0
257,"짝틍국가 중공이 간만에  오랫만에 
 진품만들어낸게  우한폐렴 코로나 바이러스다

인류예 해악만끼치는 악질국가"
258,내려 앚을까겁남
259,다음의 중국 공산화를 경계해야 합니다
260,한국은 왜 저런걸 못만드는 거냐
261,"다이내익해도 중국건 무너질것 같은
 불안감이 늘 마음속에 있어서 
왠지 모를 의심과 
짝퉁이라는 편견을 버리기가 어려움"
262,"제네시스 신모델은 국내에서 6개월이상 팔린후에 국외에서 팜매해야 한다.
고급브랜드의 품질관리는 완벽해야 한다."
263,"역시 ㅋㅋㅋ

인도는 미국편 일편단심이 아니야."
264,"이재용을 인도로 보내자. 

코로나로 힘든 사람들 백신 구원하고

중국과의 갈등도 해결하는지 

시뮬레이션 돌리고 

사면여부 결정해도 늦지 않을 듯"
265,"중국이 중국하네ㅋ
이 시대에 ㅇㅓ떻게 저런 전제국가가 돌아가는ㅋㅋ"
266,게인보다 국가 을 위하여 일한다 생각하시요 중국 은 새로운 인류사을 열어가고 있는 이정표점에 선 현실에 동참하여 빛나는 길을 개척해주길 바람니다
267,"중국, 인터넷 공룡기업 ""군기잡기"".. 금융 관련 영업 축소 지시, 기사 잘 보았습니다. 여러분! 더치트를 확인하시면 도움될 수 있으니 참고하세요. https://thecheat.co.kr"
268,중공이라 해라...중국은 자유 중꾹
269,정신병자들
270,적반하장
271,ㅋㅋ.. 자국 어선들 먼저 관리하심이 어떠실지.....
272,"중국정부는 외국인에게 절대 여행사허가를 내 주지 않는다.
한국도 중국인에게는 여행사허가를 내 주지 말아야 한다.
경제교류는 상대적인 것이다.
중국인이 한국에 아무리 많이 와 봐야 경제적효과는 미미하다.
중국인들이 모두 해먹기 때문이다."
273,"중국, 인터넷 공룡기업들 또 ""군기잡기""..금융 영향력 축소, 기사 잘 보았습니다. 여러분! 더치트를 확인하시면 도움될 수 있으니 참고하세요. https://thecheat.co.kr"
274,"중국백신은  답을알고 시험보는것과같다.
그들은 자신이만든 바이러스에 가장 효과적이고 가장빠른시간에 백신을완성 한것같다.
인류에 엄청난 피해를 던져놓고  만든백신이라는 생각이든다. 중국을  옹호할생각은  일도없지만 현실적으로 중국백신이  현존하는 백신중  가장효과적이란 생각이든다.. 중국은 언젠간   죄값을 친르게 되겠지"
275,인도가 백신 최대생산국임. 구지 중국산필요할까요? 라이센스만 구매하면 될텐데
276,"중국놈들 꼼수 봐라. 엉터리 백신 만들어놓고 품질이 중국스러운거 공산당도 아니까  지들은 안쓰고 외국에 넘기려는 수작. 의료지원해준다는 포장도하고, 중공산 백신도 처리하려는 속셈이지."
277,차라리  러시아걸  받아라
278,인도가 중국 백신 받는 것에 찬성. 혹여 모른다. 인도 사람들은 특수해서 중국백신이 잘 받을지. 인도 전체 인구 접종하면 30억 벙 필요할테니. 나쁘지 않다  짜장 카레 끼리끼리 히면 좋다. 니네끼리 다 해라. 우린 빼고.
279,"중국  백신은  독이다

자국의  과학자가  한말..."
280,제롬 김은 한국인인가?
281,망해라 🇨🇳 중국   망해라 중국
282,먹방이 우리나라에서는 하나의 재미있는 콘테츠이지만... 이게 아프리카 같은 기아로 고생하는 나라를 기준으로는.... 차라리 저런 방송으로 돈을 벌면 일부를 기아로 힘든 나라에 기부를 하면 모를깡... 차후 국제적 지탄을 받을 일이 충분함... 중국이야 아프리카에 엄청난 공을 들이고 있으니 공산당 마음대로지만... 우리나라는 글쎄... 뭐 북한의 기아에도 잘 됐다고 곧 북한 망한다고 좋아하는 수구 꼴통들도 판치는 나라닝!!!
283,"정말 굿!!
꼭 필요해 보임~
굶어 죽어가는 사람과 동물이 많은 가운데 ~~ㅜㅜ  먹방은 아닌듯~~"
284,"아오....
창피하지만...
이건 
우리가 중국한테 배워야 할 일인듯 하다. 

우리나라도 먹방 좀 그만하게 해라. 
그렇게 혼자 처먹을 게 있으면
지금도 굶어죽는 사람들을 위해 기부해라. 

혼자 식량 낭비나 하지 말고."
285,다음포털  중국 공산화중
286,"우리나라도 제재가 필요..
국민건강에 꼭 필요하다."
287,미국이 저 못된 야만족 중공을 크게 한번 손봐서 버르장머리를 고치게 해야 됩니다.
288,"타격하라니깐 그러네.
자신있으면 해
누가 말려?"
289,장교들 배나온것 봐라 ㅋㅋㅋ 중국은 개판이다
290,북핵을 부정하는 단계는 이제 지난듯. 핵잠까지 보유하게 될 것. 중국이 배경에 있으니. 이제 미북 평화협정의 시대가 강제될 것
291,"중국 잘 한다.
미국 깡패를 견제해주라"
292,동양인 체급이 많이 작음
293,마이 컸다
294,"긴말이 왜필요한것인지 모르겠네요
중국 공산당은 본질 차체가 거짓이고 허구에서 시작되었기때문이지요"
295,중국은 3년안에 망한다
296,세금낭비/환경파괴/여긴 한국!!!
297,전주 한옥마을 처럼 우리나라 문화와 볼거리를 만들어서 중국관광객이  몰려오게 만드는게 정상이지... 한국에서  중국관광객을 위해 차이나 타운을 만들 생각을 왜 해? 여기는 대한민국임.
298,그좋은 환경에 차이나타운을 만든다는 자체가 잘못됨
299,"중국혐오?
혐오는 무슨~
공포겠지~
나는 우리 나라가 몇푼 안되는 돈에 중국에 종속 될까 너무너무 무섭다~"
300,"지금도 중국인천지인데 그만 들입시다
지저분한 중국문화 들어오는것 정말 싫습니다
차이나타운 아니어도 주변에 중국상가 너무 많고 중국인도 너무 많습니다.
있는 사람들도 쫓아내고 싶은 마당에 무슨짓입니까"
301,"제주도가 타산지석이 되지 못하나
제주 난개발에 범죄지수도 높아지는데"
302,그러면서 아메리카 타운은 좋다고 빨아재낄거면서 ㅉㅉ 재팬타운도 반대할거냐?
303,중국이  자국이외에 얼마나 못된 짓을 많이  하는지 그걸 알면 저런 생각 못하지요.
304,"중국이 조으면 이민가라
나는 일본만큼이나 중국이 실타
왜 남의나라에와서 민폐짓이냐 제발 꺼져라"
305,차이나캐슬? 와 이런 미친것들 진짜 욕나오네
306,흠... 차이나 타운 밖으로 못나오게 가둔다면 조금 생각해 볼법도 한데 ㅋ
307,동북공정이 기본 베이스니까 중국을 혐오하지;;;
308,국책 사업이건 사기업에서 하는 사업이건간에 설치반대함
309,혐오스러운 짓만 하고 다니는데 혐오가 안생기겠냐?
310,"바퀴벌레를 혐오하는것은 자연스러운 일
중국인 혐오도 마찬가지"
311,"차이나  애덜은   공동번영이니   화합이니가  관심없는 족속이야  

다만  지들이 갖는    돈 에만 관심이 있어   

핑핑이가  일대일로인가  했자나 

공사벌이면서     공사장 인부도  차이나 에서 공수     인부식당도   차이나 에서 공수 

공사를 하면 그나라에 돈을 떨구어 주어야지      저짓을 했어    

왜   차이나  족속은 돈에 환장 했거든

강원도 차이나 타운에  무슨 짓이 일어날지  안바도   비디오다"
312,"나라 망치는 일대일로 반대
포천 스마트팜 빌리지 반대 
강원 차이나타운 반대
최문순 박윤군 탄핵!"
313,최문순 종자는 때국놈이엇나
314,"강원인으로써..
철회 찬성한다.
이런사업이 있다는것도..들인적이 없고.
찬성 한적도 없다."
315,"배에 칼이 꼽혀봐야 정신차리지... 
중국인들은 그냥 병균이고, 발암덩어리 들인데 
이딴 놈들이 살 곳을 만들어 준다고?

구로, 대림, 건대입구 이제는 강원도냐?"
316,중국 반감과  중국혐오 두가지다임
317,"무관하지만 관심 가져 주세요.

[펌]
국적법 개정안 입법을 결사반대합니다.
https://www1.president.go.kr/petitions/597991

 시행 시 약 3,900명, 매년 약 600-700명

영주권 해당하는 국내 출생 6세 이하 자녀라면 신고를 통해 대한민국 국적을 얻을 수 있으며, 우리 국적과 동시에 본 국적도 보유할 수 있다는 내용 등의 개정사항.

[펌]
영주권자 자녀 국적취득입법예고취소해주시기바랍니다.

https://www1.president.go.kr/petitions/598032"
318,"정신상태가 제대로 돌아가는
정부지도자가 없네~
강원도 전체를 아예 중국에 장기대여
하면 어떨까?"
319,그냥  한국형 초대형 민속촌이나 만드세요
320,"중국자본을 경계하라

부동산 투자유치 가장 국토약탈 

제주도 뺏겨 봤으면 충분하지 않은가? 

엔터업계 투자에 파도처럼 밀려 든다"
321,정신병자들
322,적반하장
323,ㅋㅋ.. 자국 어선들 먼저 관리하심이 어떠실지.....
324,"중국정부는 외국인에게 절대 여행사허가를 내 주지 않는다.
한국도 중국인에게는 여행사허가를 내 주지 말아야 한다.
경제교류는 상대적인 것이다.
중국인이 한국에 아무리 많이 와 봐야 경제적효과는 미미하다.
중국인들이 모두 해먹기 때문이다."
325,"중국, 인터넷 공룡기업들 또 ""군기잡기""..금융 영향력 축소, 기사 잘 보았습니다. 여러분! 더치트를 확인하시면 도움될 수 있으니 참고하세요. https://thecheat.co.kr"
326,"중국백신은  답을알고 시험보는것과같다.
그들은 자신이만든 바이러스에 가장 효과적이고 가장빠른시간에 백신을완성 한것같다.
인류에 엄청난 피해를 던져놓고  만든백신이라는 생각이든다. 중국을  옹호할생각은  일도없지만 현실적으로 중국백신이  현존하는 백신중  가장효과적이란 생각이든다.. 중국은 언젠간   죄값을 친르게 되겠지"
327,인도가 백신 최대생산국임. 구지 중국산필요할까요? 라이센스만 구매하면 될텐데
328,"중국놈들 꼼수 봐라. 엉터리 백신 만들어놓고 품질이 중국스러운거 공산당도 아니까  지들은 안쓰고 외국에 넘기려는 수작. 의료지원해준다는 포장도하고, 중공산 백신도 처리하려는 속셈이지."
329,먹방이 우리나라에서는 하나의 재미있는 콘테츠이지만... 이게 아프리카 같은 기아로 고생하는 나라를 기준으로는.... 차라리 저런 방송으로 돈을 벌면 일부를 기아로 힘든 나라에 기부를 하면 모를깡... 차후 국제적 지탄을 받을 일이 충분함... 중국이야 아프리카에 엄청난 공을 들이고 있으니 공산당 마음대로지만... 우리나라는 글쎄... 뭐 북한의 기아에도 잘 됐다고 곧 북한 망한다고 좋아하는 수구 꼴통들도 판치는 나라닝!!!
330,"정말 굿!!
꼭 필요해 보임~
굶어 죽어가는 사람과 동물이 많은 가운데 ~~ㅜㅜ  먹방은 아닌듯~~"
331,"아오....
창피하지만...
이건 
우리가 중국한테 배워야 할 일인듯 하다. 

우리나라도 먹방 좀 그만하게 해라. 
그렇게 혼자 처먹을 게 있으면
지금도 굶어죽는 사람들을 위해 기부해라. 

혼자 식량 낭비나 하지 말고."
332,다음포털  중국 공산화중
333,"우리나라도 제재가 필요..
국민건강에 꼭 필요하다."
334,"긴말이 왜필요한것인지 모르겠네요
중국 공산당은 본질 차체가 거짓이고 허구에서 시작되었기때문이지요"
335,중국은 3년안에 망한다
336,미국이 저 못된 야만족 중공을 크게 한번 손봐서 버르장머리를 고치게 해야 됩니다.
337,"타격하라니깐 그러네.
자신있으면 해
누가 말려?"
338,장교들 배나온것 봐라 ㅋㅋㅋ 중국은 개판이다
339,북핵을 부정하는 단계는 이제 지난듯. 핵잠까지 보유하게 될 것. 중국이 배경에 있으니. 이제 미북 평화협정의 시대가 강제될 것
340,"중국 잘 한다.
미국 깡패를 견제해주라"
341,동양인 체급이 많이 작음
342,마이 컸다
343,세금낭비/환경파괴/여긴 한국!!!
344,전주 한옥마을 처럼 우리나라 문화와 볼거리를 만들어서 중국관광객이  몰려오게 만드는게 정상이지... 한국에서  중국관광객을 위해 차이나 타운을 만들 생각을 왜 해? 여기는 대한민국임.
345,그좋은 환경에 차이나타운을 만든다는 자체가 잘못됨
346,"중국혐오?
혐오는 무슨~
공포겠지~
나는 우리 나라가 몇푼 안되는 돈에 중국에 종속 될까 너무너무 무섭다~"
347,"지금도 중국인천지인데 그만 들입시다
지저분한 중국문화 들어오는것 정말 싫습니다
차이나타운 아니어도 주변에 중국상가 너무 많고 중국인도 너무 많습니다.
있는 사람들도 쫓아내고 싶은 마당에 무슨짓입니까"
348,"제주도가 타산지석이 되지 못하나
제주 난개발에 범죄지수도 높아지는데"
349,그러면서 아메리카 타운은 좋다고 빨아재낄거면서 ㅉㅉ 재팬타운도 반대할거냐?
350,중국이  자국이외에 얼마나 못된 짓을 많이  하는지 그걸 알면 저런 생각 못하지요.
351,"중국이 조으면 이민가라
나는 일본만큼이나 중국이 실타
왜 남의나라에와서 민폐짓이냐 제발 꺼져라"
352,차이나캐슬? 와 이런 미친것들 진짜 욕나오네
353,흠... 차이나 타운 밖으로 못나오게 가둔다면 조금 생각해 볼법도 한데 ㅋ
354,동북공정이 기본 베이스니까 중국을 혐오하지;;;
355,국책 사업이건 사기업에서 하는 사업이건간에 설치반대함
356,혐오스러운 짓만 하고 다니는데 혐오가 안생기겠냐?
357,"바퀴벌레를 혐오하는것은 자연스러운 일
중국인 혐오도 마찬가지"
358,"차이나  애덜은   공동번영이니   화합이니가  관심없는 족속이야  

다만  지들이 갖는    돈 에만 관심이 있어   

핑핑이가  일대일로인가  했자나 

공사벌이면서     공사장 인부도  차이나 에서 공수     인부식당도   차이나 에서 공수 

공사를 하면 그나라에 돈을 떨구어 주어야지      저짓을 했어    

왜   차이나  족속은 돈에 환장 했거든

강원도 차이나 타운에  무슨 짓이 일어날지  안바도   비디오다"
359,"나라 망치는 일대일로 반대
포천 스마트팜 빌리지 반대 
강원 차이나타운 반대
최문순 박윤군 탄핵!"
360,최문순 종자는 때국놈이엇나
361,"강원인으로써..
철회 찬성한다.
이런사업이 있다는것도..들인적이 없고.
찬성 한적도 없다."
362,"배에 칼이 꼽혀봐야 정신차리지... 
중국인들은 그냥 병균이고, 발암덩어리 들인데 
이딴 놈들이 살 곳을 만들어 준다고?

구로, 대림, 건대입구 이제는 강원도냐?"
363,중국 반감과  중국혐오 두가지다임
364,"무관하지만 관심 가져 주세요.

[펌]
국적법 개정안 입법을 결사반대합니다.
https://www1.president.go.kr/petitions/597991

 시행 시 약 3,900명, 매년 약 600-700명

영주권 해당하는 국내 출생 6세 이하 자녀라면 신고를 통해 대한민국 국적을 얻을 수 있으며, 우리 국적과 동시에 본 국적도 보유할 수 있다는 내용 등의 개정사항.

[펌]
영주권자 자녀 국적취득입법예고취소해주시기바랍니다.

https://www1.president.go.kr/petitions/598032"
365,"정신상태가 제대로 돌아가는
정부지도자가 없네~
강원도 전체를 아예 중국에 장기대여
하면 어떨까?"
366,그냥  한국형 초대형 민속촌이나 만드세요
367,"중국자본을 경계하라

부동산 투자유치 가장 국토약탈 

제주도 뺏겨 봤으면 충분하지 않은가? 

엔터업계 투자에 파도처럼 밀려 든다"
368,"중국산 백신을 맞느니, 차라리 자결하겠다. 중국산 백신 도입을 격렬히 반대한다!!!!!!!!!!!!!!!!!"
369,중국 인구 숫자는 절대 믿을게 못됩니다.  줄국에 20년 이상을 있으면서 보고 들은 것으로는 출생신고가 안된 아이들이 너무 많습니다.  예전 1 가구 1 자녀 시절에 지방 정부원 들이 1자녀 위반 의심 가구 호구조사를 하는데 아침 새벽 해도 뜨지 않은 시간에 조사를 하더군요. 전부 자고 있는 시간에 가야 확실한 인원수를 알수 있다는 것이죠. 이게 도시지역 실정 이었습니다.  그러니 농촌 특히 산간 벽지는 아예 손도 못대죠.  그당시 정부원 이야기가 대략 15억 정도는 될거라고 하더군요. (정부 발표 13억)
370,나쁜 생각이지만 나도 기사보고 징글징글하단 생각 먼저 함.아휴.
371,징글징글하다
372,"남이  잘 차려진  음식 먹는것을
보고   저건 맛이 없을거야~~
이런식의  말은  하지 않았음 한다
오죽 못나면...
그들이  무엇을 만들던간에  우리는
우리식대로   방어  공경  무기를 만들고
누가 밥상을 차려주기전  내가  손수
라면이라도  끓여 먹음 된다."
373,러시아는 믿것는디 중국은 빌사직후 바다로 숭 떨어질듯;;;
374,짝퉁 중공놈들
375,"미,중,러  서로가  군사력은 지구을 날려 버릴수 있는 파괴력을 지니고 있다  그러니 3차 세계 대전이  벌어진다면  모두가 전멸이다 핵은  서로가 피할것이다"
376,그래 전쟁치자!! 공산당이 뭐가 두렵나? 지들은 자유를 만끽하되 국민은 안되고!! 오우 공산!!
377,"미국이 타격하게 놔두나... 파퀴아오가 가만히만 있으면, 나도 파퀴아오 한대 칠수 있다."
378,중국이 미국과 상대하다간 날벼락 맞는다. 조용히 지내라.
379,동양 악의 축 막가파 진핑이 서양 악의 축 모사파 이든이
380,시진핑아 무기좀 그만만들고 나무나 좀 심어라! 황사땜에 더러워 못살겠다
381,"""싸~~비  쭝궈""    중국은 16국으로 쪼개져야 한다.   어이  문재앙  중국이 이런데도 굽신굽신 할거야  토착빨갱이야~~"
382,"핵실험을 해야 하는데 60년대 이후 해본적이 없지.
미사일도 제대로 날아가지 못하는데 차칫하면 
날리지도 못하고 중국본토에 망하는거지"
383,0인대왜찬성표가안돠냐썅
384,"솔직히 미국 견제하는 나라도 있어야지~
물이 고이면 썩는다."
385,"***우주간의 빛과  소금^^♡

 세계 제 3 차  핵전쟁이
동서양간에 서서히
고조되여 가고 있구나
이북이  그  전위적 촉발 역활을
자유 민주 주권통치체재진영과
진부적색 1 인독재체재  양진영간
동서양간에
한반도 이북이  촉발 도화선이 되여
이들이 끝내"
386,94m
387,"노통때
핵잠수함 고자질  유용원기자  

저격하고 싶당...

안되는거 아니까 
말로만요"
388,그래봤자 중국이 만든 것 중에 코로나가 제일 튼튼함.
389,중국산은 차이난다
390,Made in China
391,엄포 떨지 말고 먼저 한방 쏫아 보시지
392,"더럽고 아니꼽지만 힘을 기를때까지는 줄
타기 잘하자~

어느 한쪽에 서는순간 망한다"
393,독재국가중국이커지면  한국압박한것아니고북한한국차례로먹을거다바보야
394,"세계양대 패권국인 미국 중국의대립이  
무서울정도로  대립의각을  세우고있다

여태것  이 정도의 상황은  없었던데  중국은
미국에  단 한 발짝도  물러서지않는  모습으로
당장  일이터질것같은  모습을보여주고있다

이것은  시진핑의 무시무시할정도의  통치력이
그 원인이며  시진핑의  리더쉽이  역대 저런
통치자는없었다

그런와중에  러시아의  푸틴 또한  무시무시한
놈이다

푸틴ㆍ시진핑  이들의  강력한리드쉽이  또 다시
신냉전시대로  둘아가는  형태를보여주고있으며

시진핑 푸틴  이 두사람의  공통점은 무서울정도의
통치력이다"
395,"물백신인데 ㅎㅎㅎ
저거맞으나마나인데
후진국이라서 방법이없네"
396,"중국백신 맞은 브라질 보면 답 나올텐데...
중국 코로나 x 중국백신= 노답임."
397,짜장들 다 태우고 지구를 떠나라~
398,속히 대성해서 지나족들이 이 행성을 떠나주기를 기대해 본다
399,세금어따쓴거야  이런데써야지  어이그
400,우린 뭐하나  또 빌려쓰고 수수료 주고 살아야 하나
401,앞으로 20년 후면 미영일과 맞먹는다
402,우주정거장 만드는 기술 70년대 기술이다. 고급기술아니다. 강대국들의 힘의논리때문에 할수있는거지.나중에 우주로 나가야할때 생각해봐라. 저렇게 시험적으로 나가는곳에 올라타려고 별짓다할거다.
403,옛날 생각만 해서 중국이 카피만 하는 나라라고 하지.  저런 기술력 때문에 중국은 미래가 있는 나라인거야
404,2018년에 중국 우주정거장 추락한거 있는데 잊혀진듯
405,중국이 우주에도 쓰레기 버릴꺼 같아서 걱정이네..
406,"우주에 중국이 버린 우주 쓰레기 많다는데 그거나 청소해라. 하늘, 땅, 바다, 우주까지 쓰레기를 안버리는데가 없어.  드러운 나라. 중국!"
407,우리도 우주산업에 신경좀 더 쓰자 ㅜ
408,"중국은 지 멋되로 하는 중화 사상,
한국이 걱정 이야"
409,"ㅋㅋㅋㅋㅋ 😄
 바이든  화이팅 〰️👍
 계속해서    쭉〰️〰️🇨🇳중국의   목을   꽉〰️〰️눌러주세요〰️❗
   티베트,  신장위구르  , 군민, 홍콩,  외몽골이   독립할때까지〰️〰️👍👍
  오늘 cnn 미의회 생중계  연설을   기분좋게    ,,,,  연속으로   기립박수로,,,,,ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ 😆"
410,"중국은
무협지  쿵후
삼국지
소설 환타지 과장  뻥 거짓
짝퉁의 피가  흐르는 민족이다
해체가 답"
411,ㅎㅎㅎ 중국이 미국기술을 어떻게 빼가냐? 다른나라는 안빼가고 싶었겠어? 못빼가는 거지. 기술경쟁에서 뒤지니까 핑계대는 거지.
412,쭝국니들이ㆍ원시시대를벗고ㆍ발전할려면ㆍ일단화장실에ㆍ변소깐문짝이나ㆍ죄다달아놔라ㆍ짜증나고변비걸려죽는줄알앗다ㆍ지구상에ㆍ변소깐에문짝업는나라는ㆍ쭝국밖에업다
413,"아이고 우주 정거장, 달 탐사 다 부질 없는 짓임. 미국이 기술이 없어서 다 떼려 치운줄 아나. 쏟아 부은 돈에 비해 남는게 별로 없기 때문에 다 떼려 치운거다."
414,중국은 쓰레기 국가다..
415,미국은 오로지 자국의. 이익만 챙기는나라
416,"중국도 미웁지만 미국도 만만치않지~
공정은 없는 ~
힘의 우워만 존재~"
417,"바보같은 언론들 
바이든이 연설의 보복?으로 우주발사체를 발사했다고 연관을 짓는 논조의 기사는 참으로 웃음이 나온다.

아마도 바이든의 연설을 예정한 것보다 저 발사체의 발사시간이 먼저 잡혀있었을껄?
발사체를 맘 내키는대로 시도때도 없이 미사일실험처럼 막 발사할 수 있다고 생각하는건가?

중국의 기술빼가기와 양아치 짓을 경계하고, 물리쳐야하는건 맞지만, 
저런 말도 안되는걸 연관시키는 기술은 참 우리나라 기레기들밖에 할 수 없는 기술이지.
그런 기술은 누가 수입안해간다디?  니들은 그건 세계1등이야.

죄없는 사람도 죄인만들지"
418,"천화 우주위성로켓 쏜게 뭐?
그런건 즉흥적으로 쏘는게 아니다
기자의 어그로일뿐
한심하다"
419,"중국은 시진핑의 독재가 제일 문제이다.
그리고 중국몽이니, 일대일로니 하면서 
주변국가를 넘보면서 중국이 중심이라는 
중화사상을 버려야 한다."
420,"이제사
사태를 직시하였구만.
진작에 알았어야 하고
알아도
별 수가 없겠지만
하여튼
알기는 해야겠지."
421,"중국백신의 허위정보로 인한  불신감 조장은 미국과 영국 , 유럽의 가짜뉴스가  훨씬 더 하답니다 !!!!!!"
422,중국놈들 백신이 아무리 좋아도 그건 아니지~ 최소한 바이러스 퍼트린거에 대한 책임을 다해야지
423,중국이라고 무조건 깔게 아니라 아직도 백신개발못하고 우왕좌왕하는 스스로를 돌아보자
424,중국에서 농산물 수입할 때 묻어올 것 같은데..
425,중국애들 저걸 또 세계에 뿌릴것 같은데
426,얼른 퇴치하세요 우리나라에  또 올까 무서워요
427,중국이 문제가많다
428,불개미를 루갈
429,절대 우리나라 못 들어오게 막아라.
430,"벌레같은 족속들 벌레한테 당해바라
농사꾼들 말하는게아니라 중국 정부 욕합니다"
431,저 불개미는 어디서 온 걸까요? 중국에서 자생하던 종은 아닌 거 같고.
432,불개미 요리해서 먹어라  원래 중국인들 모든게  음식 재료 아닌가 우 ㅎㅎ
433,좋았어 불개미들아. 중국좀 멸망시켜주라
434,"중국서 독한 역병이니 불개미니 황사니 꾸역꾸역 밀려온다
이는 중공 붕괴의 전조다.

사람에 의해 중공정권이 불명예스럽게 붕괴되는게 아니라 중공이 독재하면서 저질러온 수많은 만행들, 
특히 진실,선량,인내를 지향하는 파룬궁 기공심신수련단체에 대해 모함비방선전하고, 고문,강제생체장기적출 학살한 죄악이 가져온 응보이자 자업자득일것!

중공 깡패정권이 누구를 타도하려면
먼저 요언,사건조작 날조하고,
언론매체 동원해 한바탕 비판하고,
민중 심리를 선동하고,
중국민중을 투쟁에 동참시켜 타도~군중운동이다
중공의 파룬궁 모함,탄압에도 같은방식사용"
435,오 파이팅!!진핑이 똥꼬안까지 진군하자 ㅋ
436,중국을 점령하라 불개미 제군들!!
437,"요즘 일본 기사랑 중국 가사 어마하게 올라오네요 ..

개미? 그거 별거 아니랍니다 약국서 봉산에 개미가 좋아 하는 음식이랑 범벅해서 곳곳에 놓으면 

알을 못나서 한달 후면 전멸 됩니다 바퀴벌레도 집에 이리 해놓으면 대대로 개미? 없어요 바퀴벌레도 

또 몇년후에 또 나오면 다시 하면되요 생각 보다 쉽더라고요 어느 약보다 좋습니다"
438,"중국산 수입할 때 국내 유입되지 않게
컨테이너 소독 필수로하고
더러운 컨테이너는  못 들어오게해야한다.
컨테이너에  개미들이 타고 들어와
퍼질 확률이  높다.
중국에서 들어오는 화물
소독 철저히해서 불개미를  잡아야한다."
439,"중국의 저런 탈콤한 제안에 혹해서, 나중에 탈탈 털렸던 아시아, 아프리카 국가의 선례를 아직 모르나 보네."
440,과연  오래갈거갔냐
441,"권위즈의가 아니면 다
아나키즘 난 싫딘다만
미국도 한국도 권위주의
정도 문제이다"
442,어쩌라고 중국뉴스 어쩌라고다 정말
443,"야! 시판다가 헝가리로! 멍한 헝가리가 빨대
꽂히는 줄도 모르고... 외모는 판다! 속은 능구렁이인
줄 모르는 맹한 헝가리! 수업료 또 비싸게 내겠구만! 
ㅋㅋㅋ"
444,조만간 헝가리도 다털리겟네 안뎃다
445,"중국 드라마가 
한국드라마를 앞섰다고 본다
최근 시지프스의 몇몇 개념은
중국의 인기드라마에서
따온것 같기도 하다"
446,오래 사시네..
447,"인권과 종교의 간섭이 전혀 없는 중국이
인공지능과 게놈-세포공학이 발육하기 가장 좋은 토양임을 명심하셔요 ~ ㅋ

결론적으로 인공지능과 게놈-세포공학이 지배하는 22세기는 중국이 지배한다는 이야기 ~ ㅠ"
448,"오늘날 중국의 파워를 키운 장본인?
레이건과 키신저!
그땐대고 지금은 안된다?

미쿡  니들이 중국을 키웠자나
쏘련 잡으려고...."
449,기독교가 무슨 합리적 이성...
450,"중국과 러시아를 경쟁시켜       
미국 저희들에게 들어붙게 하려는      
간악한 속셈."
451,"죠지 워싱턴의 조언은 ""일부 특정 국가들에 대해서는 항구적이고도 완고한 혐오감을 갖는 한편 또 다른 국가들에 대해서는 정열적인 애착심을 갖는 태도를 배제하고 대신 모든 국가들에 대해서 공정하고도 우호적인 감정을 키워나가는 것이 중요합니다""라고 했다."
452,중국이 공산당 손아귀에서 벗어나 정상적이 되어야 진정한 동북아와 세계평화가 열릴것임. 중공의 역사적 사명은 사멸되고 중국의 진정한 발전의 길에 발목을 잡고 있는 좀비 강시가 되었음
453,"미국은 이간질 그만하고, 헛소리그만해라 !!!!!!"
454,또 추락하겠지... 어디로 떨어지려나??
455,중국이 청출어람(靑出於藍)이 뭔지를 보여 줄려나 ?
456,와 축하합니다. 이제 외계인들도 니들을 싫어하기 시작할거에요 ㅋㅋㅋ
457,우리 대한민국 국민은 미세먼지에 시달리는 일이 없도록 합시다.
458,이런기사도 기사냐?
459,중공산이 1만km를 간다고? 어디서 미국 본토 타격을 해? 샌프란시스코 앞바다에서? 금문교에서 중공 항공모함 폭발하는 구경시켜주게?
460,"소설하나 쓸께

중국이 일본에 핵쏠때
다른나라 반응이 궁금해?
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ

태양의 후예🆚👑하나님👑전쟁의 신👑

내고견임"
461,이리굽신저리굽신하는것보단 나아보인다..
462,"미국이 이길 수 밖에 없는 이유.

선진국들이 미국을 중심으로 경제/안보활동에 관여됌"
463,"미국 없으면
우린
저 힘에"
464,저놈 뫼치라 ㅡㅡ
465,배안에서 터질것임
466,입만 살아가지고... 진형 깨고 들어가 항모 바로 옆에 붙어서 노려봐도 아무것도 못함
467,쫄리냐?
468,"항행의 자유는 지켜져야 한다.
영토는 육지든 섬이든 12해리만 인정하고 나머지는 공해다."
469,"얘들은 지들이 하면 세상에 아무리 못된짓을 해도 괜찮고 남이 하면 악질이니 뭐니...
세상에 상대할 가치가 전혀 없는 무례한 하고도 몰염치한 뙤놈들 아닌가?
우리가 바라는것은 중국이 신사가 되어야 한다가 아니라 아예 지구상에서 
중국이란 세상에 둘도 없는 깡패 뙤놈들이 흔적조치 없이 사라지는것이다"
