,0
669,"기사제목

자본주의가 중국을 이기지 못한다.

민주주의? 이게 뭐지?
우리는 민주주의를 자본주의에 팔아먹었다.

돈은 신이 되었고  신을 향한 열망은 지구촌을  파괴하고있다.
지구는 지금 이대로  오늘만 같으면 좋을것인가?

오늘도  내  아파트는 오르고있다. 오늘만 같아라."
670,"정말,  지긋지긋하다. 이런 자들의 말이 마치 진리마냥 떠들어대는 꼴이. 이들이 진정 우리나라 대한민국의 국익과 국격, 국민을 생각하는 자들인가?"
671,"지금 미국 100만명당 확진자 수가 155명, 한국이 12명 수준인데, 
왜 우리 기술을 유출 하자는 겁니까?"
672,"뭔 전문가가 죄다 종편 패널이냐, 정치에서 부동산까지 팔방박사들"
673,"친미 할려고,  배터리 기술, 통신 기술도  갇다 바치자고 주장하는  사대주의자들 납셨네

정부가 기업들 핵심 기술도 다른 나라에 맘대로 퍼주고 할 수 있는거야?

여기가 무슨 북한이냐?"
674,"미국,일본,중국이든 기술을 함부로 넘겨주면 후회해도 늦어. 말이 동맹이지 미국이나 중국이나 다 자기이득보려는거다. 동맹만 있지 동지는 없다."
675,우리 문제를 우리 스스로 손 때라고 하는 게 정상임?
676,매국노 인명사전인줄 알았다.
677,"기레기들...

의심스럽다. 이게 나라는 위한 건지.. 개인의 영리를 위한건지..

무책임하게 한중 무역 비중을 줄이고 한미 비중을 늘리라니..

우리가 거부해서 줄어들었니? 산업 구조 자체가 한미 비중이 늘릴 구조가 아닌데..

어용 전문가가 아닌.. 친미 장학생들이 현재의 혼란한 틈을 타 이런 말도 안되는 소리를 펼치고.."
678,신율 황태순 이인간들은 패싱이 좋을듯
679,쟤네 다 종편 채널에서 보수 평론하는 애들이잖아 장난하냐 ㅋㅋㅋㅋ
680,"에휴 전세계가 미국의 저런 경제전쟁에 동참하지 않는데
(일본제외)

굳이 대한민국이 미국편에  서서 피해볼 필요 없다.

지금은 
실용주의 시대이다.

중국과 껄끄러워도 수출. 수입등

우리 이익을 챙겨기 위해서 중립을 지켜야 한다.
아무리 미국편 들어줘도 미국이 뭘 해주냐?
미국산 무기 팔아먹기만 하고,
 AS도 기술이전도 쥐뿔 안해주는 미국이다."
681,솔직히 한경이 뭘 아냐? 쥐뿔 삼성 꽁무니나 쫒아다니는 것들이.. 니들이 무슨 국제정세를 논해. 웃음만 나온다. ㅋ
682,신율 저거는 나라보다 지 개인입지만 찾지 ㅉㅉ
683,아직도 미국이라는 나라가 어떠한지 모르는 바보들이 있나 !!!!!
684,나중에 반도체 사기업에 영향력 행사했다고 기소할거면서~~
685,"응 백신 맞고
쇼크로 
돌연사 한거지"
686,그래서? 중국에게 아닥하라는거냐?   의도가 불순한 기사네
687,"쟤를 가만히 놔두면 한국 종 노비 똥떨어진 재벌처럼 될 것
중국의 대처는 확실"
688,"공산당이ㅜ싫어요
쭝궈도 싫어요 !!
더러워요 !
치사해요
쪼잔해요
보복하는건 일등 !!! 
다 자신들의 문화라 우겨요.
김치도 한복도 아이유도
중국꺼래요 !!!"
689,저희 일등 기업 정치적으로 죽이는 나라 중국 최고
690,우리는 미국의 시다바리가 아니다. 프랑스 처럼 미국이 무시하지 않을 만큼의 자주국방력만 있으면 된다. 일본처럼 미국의 똥개로 살아서야 되겠는가?
691,미국은 우리의 남북미 지역 파트너.
692,"한국을 호구로 보는 양키들

딸랑딸랑 시바견 일본 대놓고 편들고

한국엔
무기팔고 기술이전 약속 안지키고
 방위비 뜯어내고"
693,외교천재 문재인 보유국
694,"조선족은 진짜 제발!!좀!!!!! 너무 티나니까 !!!꺼져!!!!제발!!!
중국중국중국 진짜 지겨워 죽겠네 더러운 놈들ㅠㅠㅠㅠ
아무리 댓글로 여론 조성 하려고 해도 
대다수의 한국인들은 중국을 제일 싫어한다고ㅠㅠㅠㅠ..제발  한국 인터넷에서 나가주라 부탁할게"
695,"일본은 이곳 저곳 끌고 다니겠다는…,"
696,"한국은 그냥 여기 짱박힌 중간지대란 소리지 ㅋ
일본은 실제로 군사 경제적으로 더 종속적으로 미국하라는대로 다하잖어 ㅋ 진정한 부마국이 맞지"
697,그냥 글로벌 파트너와 잘 지내세요. 대한민국은 일본과 동맹 안 맺습니다..
698,우린 놔두고 일본만 끌고다녀라
699,한반도 통일 없인 영원히 일본과 미국의 하수가 될수밖에없다 자주국방? 세계제일? 말로는 우주 제일이지
700,"미국이  월드파트너라고  하는  나라는  주로 영.캐.호.뉴의 영연방국이나 일본.
독일도  프랑스도  그렇지  않다.
근데  독일이랑  프랑스가  세계적으로  무시당하는가?

일본은  그냥  돈줄로  본다는  거다."
701,우리는 북퇘지에게도 버겁다 귀찮게 하지말고 무기에 태클걸지마라
702,"중국산업이 발전하면 할수록
우리나라 미세만지 상황은 점점 안드로메다로....
먼지라고하는데  사실  중금속 쉿가루지
일본 방사능보다 더 직접적으로 몸에 안좋게 다이렉트로 작용하는"
703,현대중공업
704,미세먼지 폭탄 날라오겠네
705,뭐든 경제가 조금이라도 나아진다면 좋은일 아닌가요 울 노동자들의 일자리걱정없고 청년들의  일자리 또한 늘어났음 좋겠네요 코로나로인해 고달프고 힘들었던 일들이 하루속히 지나갔음 좋겠네요 어느한곳이라도좋아지면 도미노처럼 퍼져가길 기대해봅니다!!
706,아.. 미세먼지 ㅅ ㅑ ㅇ
707,공장 200% 돌린다 가동율 200%가 도대체 뭔 소리냐 100개를 만드는 공장이 50개 만들다 100개를 만든다는 소리냐 100개를 만드는 공장이 갑자기 요술을 부려 200개를 만드는 공장이 됐다는 소리냐  숫자를 명확히 안할거면 그냥 더 많이 만들어 판다고 써라
708,"200%라고
무슨 계산법이지"
709,좋은기사를 첫머리에 꼭 중국공장을 써야겠니?
710,좋은소식이라기보다는...걱정이...
711,"소수경영진만  대박난걸 뭐 그리  떠벌이나  중국공장에서  생산되었다며 우리가 생산근로자들도 아닌데
그돈벌어 국내 일뱐국민들이 줄줄히 내려  먹고살게 
약속이나 한게  아니면  거둬어 쳐라"
712,중국에서 나와라
713,"남일에는 칭찬이자자
우리일에는 항상딴지
역시 조중동"
714,좋은현상이죠 공장이 잘돌어가야 경제가 살아나요
715,"두산인프라코어 중장비 대박이 나도
국내 관련업체들은 눈꼽만큼도
일자리 혜택없다 !
그나마 쬐끔있던 일거리도 핑계김에
전부 중국업체나 중국에있는 업체로
가져감.
두산관련 국내업체들 줄도산 위기 !
뭘좀알아보고 나서 기사를 써라 ! ! !
그냥 콱 누가 종양 아니랄까봐 . . . . ."
716,병주고 약주고 근데 약이 약하네
717,"중국은 역시 대단한나라 최고입니다
우리같은 쓰레기나라에도 대중국의 시노백을
기다리는 저희 한국인들이 많습니다 돈은 얼마든지
 드릴테니 시노백을 저희 못난 한국놈둘에게
팔아주십시요😭😭"
718,인도랑  국경에서 육박전하는건 어찌 됐냐?
719,중국이 북한에 코로나 퍼뜨리고 도와준답시고 야금야금 북한 먹어들어가는건 아닐지 걱정이 크네요. 문화공정  다음 코로나 공정이 아닐지.
720,그 동네에는 1도 관심 없어서 패스
721,??? : 훠훠훠 대중국 황제와 북쪽의 수령님 만수무강 하시기 바랍니다 훠훠훠
722,정은이를가루만들거다
723,"북한봉세정책하다보니 하웨이가북한뒷배중심
딱걸려서 재재받는대
지살기바쁜대  뒤배에서 손놓아버리고
코로나도오고
북한 무역  석탄.기타자원 중국수출
침체"
724,"아~  그러나 우리 정부가 북한과 접촉이라도 하면  통일이 될까 봐 조마조마하는 친일베들이 빨갱이라며 방해공작을 펴대서~
점진적인 통일이 된다면  우리 아이들의 미래가 실크로드 일텐데~ 
교류를 통해 나아질 수 있는게 너무 많은데~ 우리는 왜 좌,우파들의 싸움으로 우리에게 이로운 것들을 죄다 중국에 빼앗기고 있는 걸까~?"
725,예수믿으셔요
726,중국몽재앙은 박수 못치겠네.. 박수쳤다간 차마 시진핑한테 두들겨 쳐맞을까봐...
727,그래도 국민의 힘과는 다르네.
728,일본은 36년동안 우리나라에게 악행을   저질럿지만 중국은 청나라 당나라 6ㆍ25등  수천년동안 악행을 저지른 놈들이다!!!
729,"인해전술로 밀어붙이는 중국인의 타국 침입은 항상 타이나타운 건설 및 확장

후 경제권 장악 정치력 장악 순으로 일어났고 결국 해당 국가 국민들은

경제력 정치력 다 뺐기고 역차별 당하는 개돼지들이 됐다

외국인 중에 가장 경계해야할 부류가 저것들이고 한데 뭉치지 못하고

수를 늘리지 못하게 철저하게 견제해야 국민들이 보호받을 수 있는데

거꾸로 가는건 중국에 나라를 팔자는 매국노들에 지나지 않는다"
730,"노무현 대통이  조선족한톄
투표권 줬지
대한민국  권리는  누리지만
뼈속까지  중국인이지~ㅉ"
731,"중국말쓰지않고
국어만사용해도
이미지
상승될텐데
중국말로 큰소리로
떠들지만 않아도
 따가운 시선없을텐데"
732,"그들은 중공을 부를땐 항시 우리 듕국이라고 부르고 한국을 부를때 절대 우리 소리를 안한다
그들의 고국은 중공이고 한국은 돈 벌면 중공으로 되돌아 간다고 한다.
조선족들과 대화해 보면 속이 터진다.
이래서야 어디 한민족이라고 부를수 있겠나 그들은 그냥 중국의 소수 민족이자 중화 인민들이다."
733,대체 누가 동포지? 기자님아??
734,"한국의 매국노들이 하는일은
외국인들 특히 중국인들이게 부동산 취득을 허가 하는일
신자유주의에 미처서
서민들 일자리 빼앗는 일
세금내고 사는 자국민과 똑같이 외국인에게 혜택주는 일...
한국의 정체성을 파괴하는 일이야말로
5천년을 지켜온 한국민을 팔아먹는 매국 행위가 맞다.
다문화도 좋지만
항상 주체는 한국 중심이어야 한다."
735,중국인이지 무슨 동포?
736,"동포는무슨  그냥 중국인임
우리나라에서  돈만벌지
사상이나  시민수준은   중국인"
737,중국동포? 웃기지도 않다. 뼈속까지 중꿔이면서 어려우니 그땐 동포냐?  기레기도 중국동포냐?
738,"동포아니라고  몇번을말하니  기자야
중국것들 한국에  뿌리 내리게  하면  안되는것을  머 하는짓들인지"
739,중국 조선족 비자 특혜 없애라!
740,조선족을 동포로 생각하고 환영했지만 그들은 중국인이었다
741,그럼 길거리에 빨간 간판같은 중국 분위기 좀 털어내라. 니들이 중국 화교지 한국교포냐? 한국어만 할 줄 알뿐 역사의식도 중국스러운 중국인들..
742,"박범개   법무부는  각성하라.  
조선족.화교 국적취득안
입법취소하고
대국민 사과하라"
743,미얀마에게 자유를!!!!
744,절대 미얀마는 우리나라의 전철을 밟으면 안됀다 우리나라는 군부독제시절을 격으며 넘어왔지만 독립후에도 친일파를 제대로 척살하지 못하였고 그리하여 군부독제를 격게되었고 민주화운동으로 민주주의를 되찾았지만 독제기득권 세력들이 여전히 판치면서 대한민국을 좀먹으며 지금까지도 친일하며 국민을 개돼지취급하면서 뒷주머니로 국민혈세 훔칠생각만하며 이제는 나라좀먹는 적폐청산에 맞서 저항하고 버티고있다 미얀마는 꼭 성공후 독제세력을 추방하거나 척살하여 씨를말려 우리의 전철을 밟지 말았으면 한다 군부나 쿠테타 세력이 가진 기업과 제산을 모두 몰수해야한다
745,태국 놈들은 뭔데 군부 지원하나?
746,"추천합니다.
""국민"" 섬기는 것이 가장 중요합니다.
""국민""없는 정부가 무엇 필요하랴?"
747,우리가 파병하는것 까지는 못하더라도 홍익인간의 정신으로 그들이 자유롭게 살 수 있도록 최소한 마음을 써 줬으면 좋겠습니다.
748,힘내세요. 당신들의 피와 땀은 반드시 이길수 있습니다. 민주주의는 행동하는자만 얻을수 있습니디ㅡ.
749,"적극 도와야 된다
침묵하면 독재에 동조하는 거다"
750,국제사회가 아니라  UN에서 나서서 막아야하는것을 중국과 러시아의 반대로 지금 아무것도 하지 못하는 무능한 UN 보다 차라리 국제 사회에 호소하고 도움을 구하는것이 더 손빠른 길이라고 본다.
751,"미얀마 민주주의

힘내라

중국은 지옥에나"
752,"미얀마 군부가 회사도
가지고 있고 군부 뒤에는
중국이 있다
유엔에서도 손 놓고 있으니
미얀마 만주화 운동은 언제
이루어질지 알길이 없다"
753,"인권 어쩌구하는 보수단체들은 머하노 
보수 안주면 침묵하는단체냐??"
754,"촛불들어 좋은나라 기대했더니

지방선심 한전공대 
집값폭등 
최악재난 가정한 탈원전
감성적 최저임금 인상, 비정규직 제로화
노동 대신 저녁있는 삶 어쩌고ᆢ

온 나라에  불법 외국노동자와 가짜난민 넘쳐나고
중국인에 땅과 집 팔아먹고, 표 구걸하고
투기꾼 득실대다 LH 터지고ᆢ

모두 과거정부 탓이라 우기고ᆢ

총선 승리는 국민 선택이고
자자체 패배는 (지들이 장악한) 언론 탓이라며
선택받은 야당지자체장 험담.비난.조롱 바쁘고ᆢ

투기 못하고 안하면 바보 되는 나라
정직. 성실하게 살면 가난해지는 나라
정치.정책적 책임은 실종된 나라"
755,호주 같이 중국 정치자금받은거 아냐?
756,"10여년동안 최지사가 집권하면서 강원도에 변화된것이 아무것도 없음.글구 재난지원금은 언제 준겁니까.매일 검토만하고 있고.~~난 강원도에 살면서 혜택이란걸 아무것도 받은적이 없으며.새로운 사업을 할것이아나.레고랜드.미시령.알펜시아.평창올림픽 뒷마무리.이런것부터 해결하세요.~~부탁입니다.하루의 이자만 오천만원이상된걸 해결 안하는지  모르겠음.~~차이나타운 시대의 환경과 여건을 와모르세요.참 답답합니다.이거랑 관계해서 위약금을 줘야하는거 아닙니까.중국이 예산을 투자했다는데.
이런걸 공개해야  도민들이 알죠~~어휴 답답"
757,"이제 새로운 도지사가 필요한때가 왔네요.
현 도지사의 능력과 수준은 여기까지."
758,"거기에 현실파악도 잘 못하는 듯
지금 시점에 저런 가당찮은 사업을 추진하다니 에혀!"
759,"한미일은 아니지
우리의 주적일본인데
한미 연합은 가능하지만

한미일이다하면  우리는 일본늠 명령을 받이야하고 일본늠 뜻대로 한반도 전쟁터로  만들어  한국 젊음청년들  일본늠 총 알받이  되고  대한민국 망하게하는 한미일 연합 은 아니다.

미국 믿으면 대한민국  일본에게 또 식민지된다
카스라테프트 1905년  미일밀약은 지금도 진행중이다"
760,중국은 북한싹쓸이
761,"우리의 소원은 통일!!!
서로 윈윈해서 세계일등 민족임을 만방에 알리자!!!"
762,제발 중국기사 그만
763,이렇게 화딱지 나는 중국기사를 내가 왜 읽었지
764,지 장기나 팔 것이지
765,이런놈들이 한복이니 김치가 자기네거라고 주장한다는게 극혐이다
766,"애들 매매하다니..
그애들..결국 장기 뜯기고 죽을 확률이 클텐데'."
767,"아....아......아.....;;;;;;
어떻게 해야냐 저런인간탈쓴 벌레들은.."
768,이게 진짜 인면수심(짐승뻘)스럽구먼...
769,"개ㆍ돼지보다못한 트레쉬!
미개국답다!"
770,진짜 뭐라 할 말이없다
771,쓰레기네
772,팔려간 두딸은 ㅜㅜ
773,잘라버려라  또  낳으면  또팔건데 필요없잖어?
774,인구 15억 이상을 가진 두 나라가 인구 감소를 걱정하다니 아직 정신 못차렸만..
775,인도 코로나로 많이 죽고있음. 그리고 둘 다 인구집계도 안되잖어
776,"중국 인도는

한해  사망자가  1천만명이  넘고
출생자도 1천만명이  넘는다

어마어마한  인구대국인  두나라는
지구의  암적존재다

농사지을땐  그나마  나았는데
지금은  자동차끌고다니고   공장돌아가고
제품소비하고  거대한  오염발생기계다"
777,중국은 인구 좀 줄여야 한다. 너무 많으니 전세계 다니면서 민폐도 많이 끼치지. 그리고 공중도덕 교육 좀 잘 시키고. 전세계에서 길거리에 똥싸는 놈들은 너네밖에 없을거다.
778,제발좀 줄어라
779,"우쨔냐
믿는구석 그거뿐인데"
780,"무슨  뜬금없이 남아공화국타령?
직접 취재좀해라.
남이 올려논 기사 베끼지 말고..
월남전에 종군기자로 참가한  니네
선배 기자들도 안전하고 시원한 곳에서
시원하고 맛있는 음식이나 먹으면서 목숨걸고
취재한 서방 기자들 기사나 베끼고 인용하고. .
그러니 기레기 소리나 듣지.....정신좀 차리자"
781,우리나라는 몇 대 이지?
782,"중국인들에겐 MOU는 단지 언제든 버릴 수 있는 종이 쪼가리로 생각하는 경향이 짙은데, 강원도는 이런 MOU에 너무 큰 의미를 부여하고 숫자와 실적에 연연하며 언론화 한 게 결국 자신의 발목을 잡은 것 같네요. 1) MOU대상 중국기업에게 How측면에서 구체적인 방법론을 제시 2) 한중 간의 명확한 비즈니스 역할 체계 구축 및 공유 3) 각자의 역할을 통한 양자간 비즈니스 수익성 강조 및 체계적인 실행 계획 제시 4) 해당 기업과의 장기적. 실리적 관계(꽌시)유지를 위한 노력 등이 필요할 것으로 보입니다."
783,떼놈을 믿어? 니가 중국으로 가라.
784,"정신차리세요
중국은 바뀌지 않습니다"
785,"중국몽 = 시진핑몽 = 세계제패 = 시씨 세계황제 
왜 이런 미친 짓을 우리가 도와주지요?. 
일대일로 = 식민지 정책 
중국 자본 받아 들이는 순간 중국의 노예가 됩니다 
제주도 잘 봤지요?? 
중국이 노리는게 돈을 풀어서 
돈으로 전세계를 장악하고 노예로 만드는 것 입니다 
차이나 타운
바보같은 짓 그만 멈추세요 
중국은 중국몽과ㅡ일대일로 포기 안 합니다 
우리가 말려들면 안 됩니다 !!!"
786,박문순이 이거 완전히 돌았구만.
787,"짜장들이 호구인줄아나
중국자본은 돈냄새 있는 곳에만 들어온다
고로 경계하고 또 경계하는게 답이다"
788,여야를 떠나서 나라팔아먹는 정치인은 친일파와 같은 대우를 해야한다.
789,"뭐죠?? 
그래서 국짐당 뽑으라는건가요??
민주당 도지사님이 일좀 열심히 하려는데, 뭘 이렇게 까는거죠???

이런다고 180석 민주당 안무너지는데요?? 

180석 민주당 화이팅!
문프 화이팅!!"
790,"그냥,,,,감자나 많이 파세요...."
791,강원도 도지사는 돈에 눈이 멀어 나라를 팔아먹는 매국노다. 세계를 상대로 온갖 수단방법을 안가리지 않고 피해를 주는 중국의 만행을 우리는 주의하고 이 땅에 발도 못붙이게 해야 한다
792,살려보겠다고 뛰어다녀도 욕먹기 마련이지요.
793,"그냥 탄핵해라
매국노는"
794,"강원도는 강원도 다워야,우리나라 강원도.
차이나타운이 들어 온다고 살림살이 나아 질까요."
795,중국인들이 왜 한국에 와서 중국 체험을 하는가
796,"부자 증세는 현재 상황에 가장 합리적인 정핵이라고 본다.
홍남기는 보고있냐?
민주당은 제대로 일해라!
두번은 없다!"
797,"중국 언론이 미국 유럽의 백신 부작용 보도를 심하게 함, 
유럽에서 가짜 뉴스라고 강력 항의함, 
한국 언론도 조심, 나라 망신 당할 수도 있음,"
798,중국코로나 사망자13억명또나올거다
799,희대의 역적
800,투자를 아무리 받아도 사람들이 자기 맘대로 거주지를 못 바꾸는데 발전이 될리가.. 계속 남꺼 베끼는게 한계
801,"역시 미쿡은 돈 되면 뭐든 오케이..적국이든 뭐든..
일본이든 중국이든 ㅎ"
802,"중국 유학생자체가 스파이라고 ㅋㅋㅋㅋㅋ

아휴......러시아를 견제하지말고 일단 중국부터 지지세력"
803,엄한 내국민 떼려잡지 말고 이런거나 규제하라구!!!
804,"한국은 중국에 집 땅 구입 할 수 없는데
중국인은 한국 집 땅 구입 가능하고
이건 너무 불공평하다고 생각 안 하냐
정부 일 좀 하자"
805,"NPU(Neural Processing Unit)는 기본적인 동작 원리가
GPU(Graphics  Processing Unit)와 유사하니 기존 GPU제조사들이 유리하지 ~ ㅠㅠ"
806,"아우 진짜 어디 배추농사도 제대로 못한 주제에 뭔 중꿔에 목을 메고있냐?
강원도 팔아먹고 한몫 챙기게?
저런 모지리같은게 도지사라는사실이 어처구니가 없다"
807,"가는 곳마다 중국애들만 가득하다.
이미 나라가 중국에 온 느낌"
808,매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순   매국노 = 최문순  매국노= 최문순
809,문 정권을  종합적으로 보면  말은 거창하게  일은 용두사미나  대충. 기껏  일하면 자기만 옳다고  고집 피며  개판..........국짐당 보다  잘 하는게   뭐냐 ?  내가 보기엔  없다 .  늘 그랬지만  또다시  정치권에  죽는날까지  국민들은 사기 당하는 느낌이지  않을까 한다.  환멸을  느낀다 ..  10점 만점에  국짐당이 4점 이라면  민주당은  5점이다. 두당 다 낙제 !!
810,최멍순이는 매국노로 이완용와 동일하게 역사에 이름을 올릴것이다.
811,"매국노들 중국의 속셈을 모르냐?
이완용같은 것들"
812,현대판 매국노들 잘 보고 있더 너네같은 인간들때문에라도 독립운동 다시해야겠어
813,과연최문순은무엇하는자인지.중국일꾼인가강원도일꾼인지.이해불가네.이런자를정치권에서는보고만있을건가.무능정치꾼들국만혈세.도민혈세를 문순이멋대로낭비해도되나요.국정책임자들은.답하시요.국민의알권리요.지금같이어려운시기에.중국오랑캐들한테.혈세를낭비해도.도정을보라고하는정권.정신들있나요.중국몽은한사람으로도화나는데.문순이까지.어이없다.
814,"왜 최도지사는 강원도를 중국에 못 넘겨 안달을 하는거냐? 제주도가 중국에 개방했는데 잘 된다고 평가하는가? 
이곳 저곳 차이나타운하다가 대한민국 통째로 중국에 바치게 생겼네 . 중국사람들 단물만 빨아먹고 차버리는 습성을 모르나?"
815,좋은날  누가 책임지까 저상황
816,"죽어나간 사망자만 80만명이 넘어가는 미국이 
방역모범국"
817,"정치 평론가?
걍  국짐당 전신 홍보 요원 이라 하시지..."
818,데일리안도이명박대생겻다면서별볼일없는뻔한.포털언론이다~~~
819,"적폐 타령하다가 적폐정부가
되부렀네!  애라이!!"
820,인권을얘기하기앞서 니네깜동이들이나잘 챙기세요.
821,"Honesty, Truth , human right.
Freedom , Democracy.

Stop distortion of history"
822,"Honesty, Truth , human right.
Freedom , Democracy."
823,"병주고 약으로 회유,?"
824,"난 시진핑 중화인민공산당 독재자가 

정의를 말하디니 역겹게 냄새난다"
825,"중국몽재인 줄 서겠네

훠훠 중국이 먼저다"
826,"양아치  중국
사기꾼  일본
지리적 위치가  참  어러운  나라ㅡ
그래도   북한이  아니어서 다행 ㅡ"
827,우한연구소에서 코로나19로 백신까지  만들어놓고 전세계에 코로나19퍼트린 중국은 지구에 적폑국이다.
828,"이때다 싶어서 인도 고립 시킬라고하는군
정식으로 인도에 도움을 주고 상생하던가.. 
아~ 중국이었지 ...."
829,"공짜로 저러겠어~~다 계산하고,툭하면 일대일로지"
830,.마루타.실험실
831,"꺼져줄래
둥국산 누가 좋아한다고
이래놓고 또 지네가 베풀었네 어쩌네 헛소리 할려고....."
832,중국산 뿌리고 도와줬다고 생색내기...
833,"유일한 중국의 3대 정품:

1. 코로나 바이러스

2. 문세먼지

3. 중국몽재앙"
834,"포천에도 공자 학교인가 마을인가 생긴단다 .. 
참 중국 자본이 여기 저기 침투하는구나"
835,"중국인 왜 한국에서 중국 체험을 하는가
중국인에게 터전 주고 한국인 상대로 돈을 벌라는 건지"
836,"회색분자짓도 적당히 해야지.

점점 냉전시절처럼 편 나누기 시작되는것 같은데

박쥐짓은 상황봐서 빨리 때려처라.

중국과 경제얽여 있는거 누가 모르나? 그리고 우리만

중국과 경제적으로 묶여있냐? 미국,일본,호주 다 긴밀하다.

얌생이짓 오래하면 둘에게 쌍으로 쳐맞거나 후순위로 밀려

찬밥만 먹게 된다.

가만보면 문통이 너무 우유부단한게 아닌가 싶다. 제대로 된 결단을 적시에 못내려줘 밑에서 엄청 울화통이 터질듯."
837,"미국놈들  중국이 엄청크니까  쫄리지
북한이  미국 본토에 핵쏠까 무섭지
러시아한테  쩔쩔매는 미국이  아시아국가에 한해서만 대장노릇   유럽엔 찍소리도
못하면서"
838,"미국이 한국에 동맹이라고 온갖 요구만 했지
준게 없다
미국 무기사면 기술이전 한다더니
생까고
방위비는 더 뜯어가고
게다가 
미국 방어용 사드에 대한
중공의 막가파식 보복에
경제적 손실도 어마어마하다

미국이 주는것 없이 뜯어가기만 하는데
한국이 어떻게 미국에 모든걸 기울일 수 있을까

한국의 선택이 더 어려운건
이런 미국의 양아치짓 때문이란걸
미국도 깨달아야 한다"
839,두개총탄에터질수잇으니  한쪽만택해
840,전략적모호성을 유지해야지 별수있나
841,"중국이 말따로 행동따로
2중행태를 보이지않는지
주의깊게 파악해볼 일이다"
842,다음엔 제발 친중 안하는....
843,"중국 일본 한번붙어라
싸우다 두나라다 몰살돼라"
844,"일본은 주변국  모두와 영토분쟁중
예전 제국주의  산물"
845,역사적으로 댜오위다오는 일본 땅이 아니지..
846,"전 세계가 협력해서
Again 1937 Nanjing Festival 정의구현"
847,전운이 감도네.
848,"남해군도에다가 족발똥 것들이 무단으로 불법 점거 하면서 군사 시설까지 짓네요~

우리도 얼렁 저번에 러샤 폭격기 카디즈 무단 침범
했을때 한국의 대응 출격에 대해 족발똥 것들이
항의했던 것처럼,

남해군도에 왜 니들이 점거하는 것이냐고 강하게 항의 해야 되겠습니다..."
849,"남해군도라고
우리말 쓰자.
우리도 주장하자."
850,조선일보 종업원들 뭐하냐 빨리 저기 수송부대원으로 지원해라
851,"엄밀히 보면 저기는 대만 땅이라고 해야 맞을듯 

센카쿠도 아니고 
다오위다오도 아니다."
852,"육군한테는 아파치를 척척 사주면서
해병대 한테는 느려터지고 성능 떨어지는
이름만 공격헬기인 수리온 무장형 떠넘기는거 봐라. 그것도 개발도 안된 가상의 기체를??
해병대가 만만하지?!!!
적진에 상륙하는 해병대원들 몰살시킬 작정이냐?
나도 KAI 주식을 보유했지만 이건 정말 아니다!!
수리온 무장형은 육군에 먼저 제공해라!!!!!"
853,ㅋ 강제로 끌고가놓고서 군가산점제도 하나마저 여성에게 차별이라면서 없애버리는 ㅋ 그래서 남자들이 빡쳐서 너네도 가라라고 이야기했더니... 대선주자라는 사람은 20만명이 청원한 청원도 쓸모없는 이야기하고 있다. 남녀갈등 불러일으키지 말라고 이야기하고 ㅋ  이게 대한민국 현실 ㅋ
854,마린온 무장형만 아니였으면 완벽했을텐데...
855,"일본 왜적 나쁜나라 아직도 나쁜짓만하는데 우리국민은 똘톨 뭉쳐야 산다

정치인들   흑백논리 따지지 말고"
856,나는 국가전략 기동부대의일원으로서 선봉군임을자랑한다..해병대  화이팅!!
857,"우리나라 군관계자들은 다른 나라의 작전개념을 도입해서 작을을 수립하는데...
북한과 실질적로 대치하고있는 상화에서 공수개념의 우리나라만의 작전개념을 먼저 수립하고 실천하면 안되나요?"
858,"마린온 무장형을 상륙 공격헬기 라니 

이걸 바이퍼랑 맞먹는다고"
859,"수리온???
중동의 민병대같다
트럭에 로켓발사관을 장착하면
공격용 장갑차인가
이거슨 아니다"
860,개념으로 전쟁하냐?  제대로 된 훈련이나 좀 하라구!
861,"좌파가 정권잡으니 나라 꼴이 말이아니다.
소나타엔진에 람보르기니 껍데기 바꾸면 스포츠카가되는거냐?
해병대에서 그렇게 요구하는 바이퍼나 아파치 가디언으로 안가는 이유가 뭐냐?
수리온엔진으로 무장달고 적진에 침투해 빠르게 회피하는 기동성이 있기는 한거냐?
해병대가 무슨 자살임무 수행하는 부대인거냐?
군대는 연습이 아니라 실전이다.
군인 목숨걸고 장난치는거 아니다.
정권바뀌어 재검토만이 답이다."
862,"저 헬기로는  해병대  다 죽는다..

한심한 관계자들!"
863,"이왕 만드는거 규모 좀 크게 만들어라
3개 대대로 누구하고 싸울려고?
해군에서 따로 빼서 독자 전투부대 만들어라!"
864,마린원 무장형 없던일로 해라
865,"해병대라는 군은 해병대 이름 자체만으로도
멋있다"
866,중국은 맨날 입으로만 반격 하더니 바로 옆에 미국 군함 한척도 침몰 못 시키나?? 겁만 잔뜩 먹었구나..ㅋ
867,전시 행정 지대로네..
